Person,Text,Date
Mentee commented at,"1:00PM April 7 
Hi Jen! How are you so far? Can’t believe it’s already April. Did anyone you know play April Fools pranks?
A: No haha. It was just a regular day. A good day to recharge my battery from the Easter weekend. Did you do anything or are you not a Easter fan?
Q1: I think I know what you’re talking about. My friend went to Japan and I saw that her hair stylist recommended like a balayage but at the bottom. It looks really cool. Did the hair stylist not bleach your hair? I can see how the colour would be different if they didn’t bleach it or if they didn’t want to bleach it too much. When I went to a silver grey colour, my hair was fried. After a few days, it became super frizzy because I had to bleach it a ton. I used to keep it long until a few years ago when I accidentally cut it shorter than I usually do. I realized I liked it better because my hair dried so much quicker + it was a little wavy when it was shorter + and it had more volume. My hair is super thin and it gets oily quickly soooo having shorter (a little longer than shoulder length) hair helps me with those issues. I never style because I don’t know how. I like being low maintenance. My friends usually style their hair to have some waves. I’m lucky cause after I entered university, my hair went from super straight to naturally slightly wavy. Idk what happened.
A: I think she mentioned it, but I wasn't paying attention because I wasn't really ""braining"" at the time lol. She did use a tool to put stuff in my hair however. Oh nice :D It can due to hormones and I think the environment you live as far as I know?
Q2: What would you say represents your generation? I’m at that weird spot where I could watch movies on cassette tapes, but I also used a lot of CDs.
A: Good question, I guess maybe the XBOX 360 and old video games :p
Q3: I already want to go back to Japan. I want to check out Korea and Taiwan first. After that, back to Japan. The good thing I realized is that, compared to traveling to other places, Japan is relatively cheap. The conversion rate right now is great for us.  The hotels aren’t as expensive compared to Canada. The cost of one meal here lasted me an entire day (3 meals) in Japan.
A: Yooooo, awesome!
Q4: I don’t remember. I think Shrek had really good songs that fit their scenes.
A: Lol, my bad. I was gonna mention the cover of ""Hit Me Baby, One More Time"".
Q5: Ahah so have I. I’m prob gonna pass on watching it, but the memes are really funny. Recently, I keep seeing memes about a game called “You’re not my neighbour”.
A: Lol.
Q6: Yesterday was my last day with the kitties : ( very sad. Their names are Bonnie and Clyde. Bonnie is the black cat and Clyde is the grey one. Bonnie likes to run out and roll around in the hallway when I open the door lol. I get a workout whenever I have to drag her back in. She also bites and scratches. Very moody cat. Clyde is super sweet. He was shy at the beginning. By the end, he was following me around and meowing at me. I’d sit there and read a bit before I left. He’d always sit beside me and chill.
A: Awh :( That sucks. Love the names though!
QOTD: Do you have pets? If not, then would you ever get one?
Song of the day: ""Poison"" by Blake Roman (written by Sam Haft and Andrew Underberg) -- it's been stuck in my head since my best friend introduced this to me, lol. If it's not your cup of tea, here's another one: ""Here Comes a Thought"" by Steven Universe
You too ^^",1:00PM April 7
Mentor commented at,5:30PM April 5 (sent a picture – not included),5:30PM April 5
Mentee commented at,"11:15AM April 1 
Hi Jen! Hope you’re doing well. How did your mani-pedi and hair appointment go? Did you get a balayage? I cut my hair a few days ago myself : ) it’s pretty short now about an inch below my shoulders. I love how quickly it dries after a shower lol
A: Hi! My mani-pedi went well :) My hair appointment went good as well lol. It's kindaaa like a balayage? (it was done at the bottom of my hair if you were confused haha) It's like a orangey-brown color (I think it was supposed to be honey-blonde but the hair dresser said my natural hair was too dark to do so, lol. It was orange when I came out of the salon but it started to change so it's now like a caramel brown? Not complaining though, haha!) but cool about your hair! Do you always cut your hair short and do you style it at all?
Q1: Yeah, I think that’s what makes it a popular merch item tho cause not many people use CDs or vinyls. That way, it’s supposed to be “special”
A: Hmm yeah, good point! I like to think that each generation has something special that represent different things that happened in their life.
Q2: Weirdly enough, I was more worried about my law exam than my cost accounting exam. I did horribly in cost accounting but way above the average for law. So weird. It’s really making me wish I went into Law than accounting ahaha.
A: Ahhh, exams. That sucks, though. I wish you success :)
Q3: I got a monitor arm too and installed it over the weekend. Now I can fit two monitors on one desk. It’s super handy and makes it convenient to look stuff up while I’m doing schoolwork or gaming. Or even when I’m watching youtube, I can google other stuff.
A: Yo, that sounds cool!
Q4: It reminds me of when I was in Japan. They had a miniature world. I didn’t go cause the area was inconvenient but the pics online are cool.
A: That's awesome! Would you ever go back to Japan? I've heard lots of good things about Japan and I'm thinking to go see for myself someday, but it must be really expensive!
Q5: I think 4/10 is an appropriate rating. Definitely wouldn’t watch it again. It’s kinda sad how the series went from being so good to what it is now. I’m open to hearing it if you want to explain it!
A: I forgot about most of the movie except the song at the end ROFL (if you know, you know)
Q6: Did you watch the remake of Avatar the last Airbender? I didn’t watch it myself but I watched a review of it on Youtube. It’s honestly so disappointing. I watched the movie years ago and that was absolutely terrible. I know some people said it’s at least better than the movie but that’s not hard to do considering how bad it was.
A: Ah, I don't think I've watched the remake yet but I've seen memes of it going around XD
Q7: I’m babysitting my neighbour’s cat for the next week so I might send you a pic or two when I go see them : )
A: For sure! Please do :)
Song of the day: ""Don't Go Yet"" by Camila Cabello
You too ^^",11:15AM April 1
Mentor commented at,"2:20PM March 26 
Hi Jen! Hope you’re doing well. 
How did your mani-pedi and hair appointment go? Did you get a balayage? I cut my hair a few days ago myself : ) it’s pretty short now about an inch below my shoulders. I love how quickly it dries after a shower lol
Yeah, I think that’s what makes it a popular merch item tho cause not many people use CDs or vinyls. That way, it’s supposed to be “special”
Weirdly enough, I was more worried about my law exam than my cost accounting exam. I did horribly in cost accounting but way above the average for law. So weird. It’s really making me wish I went into Law than accounting ahaha. 
I got a monitor arm too and installed it over the weekend. Now I can fit two monitors on one desk. It’s super handy and makes it convenient to look stuff up while I’m doing schoolwork or gaming. Or even when I’m watching youtube, I can google other stuff. 
It reminds me of when I was in Japan. They had a miniature world. I didn’t go cause the area was inconvenient but the pics online are cool. 
I think 4/10 is an appropriate rating. Definitely wouldn’t watch it again. It’s kinda sad how the series went from being so good to what it is now. 
I’m open to hearing it if you want to explain it!
Did you watch the remake of Avatar the last Airbender? I didn’t watch it myself but I watched a review of it on Youtube. It’s honestly so disappointing. I watched the movie years ago and that was absolutely terrible. I know some people said it’s at least better than the movie but that’s not hard to do considering how bad it was. 
I’m babysitting my neighbour’s cat for the next week so I might send you a pic or two when I go see them : )
Song of the day: “Stupid in Love” by MAX (I've been blasting this song on repeat. It's so good)
Have a good week!",2:20PM March 26
Mentee commented at,"3:00PM March 22 
Intro: Hi Jen, I’m doing well. Thanks for asking! Got any plans for this week? I got a few assignments due on Wednesday but I’m meeting a friend on Friday for some udon. He also came back from Japan about a month ago, so this is our chance to catch up. Last year, I got a CD + Vinyl set from a game I played. My friend got me a vinyl player for my birthday so I could use it (I think I previously mentioned it). But the set still isn’t here. I’m pretty sure I ordered it almost an entire 12 months ago ahhhhh
A: Hey! I got a mani-pedi today, and I'm gonna get together with my friends tomorrow and then I'm gonna get my hair done!!! Oh that's cool! Hope you had a good time :D Niceeee, I don't see a lot of people using CDs or vinyls anymore, lol.
Q1: Thank you! Still no information on my results. I’m hoping it’ll be good (or passable at least loool).
A: Keeping my fingers crossed for you!
Q2: I GOT THE OFFER WEEEEEE. So excited. I’m doing the onboarding right now. I won’t start until May so I got plenty of time to prepare. Only downside is that their office is like an hour away. Yeah, it’s an accounting thing. Even though I found an internship for this summer, I guess I still gotta do the applications for a job starting next year lol.
A: Congratulations!! Sorry to hear about the distance, though.
Q3: I never watched Ninjago. My friend got me the lego Harry Potter game. I haven’t played it yet. I think it was Lego day (???) if that’s a thing a few days ago? Maybe last week? The lego store near me was handing out pins and there was a huge line.
A: Fair enough XD. That's neat! I don't think I've been to events like that lol.
Q4: I 100% agree. I haven’t watched the third movie, but the first and second one was so well done. I felt like it had a good blend of humour and plot. The villains were impressive, and their motivations made sense. Someone told me they heard good things about Kung Fu Panda 4 before I went to go watch it. Girl lied. I’ve only seen criticisms about the same thing you noticed. I feel like the villain in the fourth movie barely used her powers. Her motivations didn’t make much sense. Her plan was really weak. 
In the later half of the movie, every villain from the previous movies shows up but they didn’t even do anything. Sooo disappointing. Even after so many movies, Po didn’t change. I think a good animated movie that shows the main character growing up would be How to Train Your Dragon. I haven’t watched the last movie from that series tho I have heard what happens.
A: Yeeeah, I went with my younger sister a couple days ago and we though it was meh. I give it like a 4/10.
Q5: Oh, wow but is the story complete? Season 3 is short. I guess the long episodes kinda make up for it. Some shows I’ve watched, there are 12 episodes in one season, but they make each episode around 10 minutes.
A: It is, but fans seem to speculate that there's more to the story than what's been shown. (kinda difficult to explain lol)
Song of the day: ""Heartbeat Song"" by Kelly Clarkson
Have a good rest of your week as well ^^",3:00PM March 22
Mentor commented at,"1:05AM March 19 
Hi Jen, I’m doing well. Thanks for asking!
Got any plans for this week? I got a few assignments due on Wednesday but I’m meeting a friend on Friday for some udon. He also came back from Japan about a month ago, so this is our chance to catch up. 
Last year, I got a CD + Vinyl set from a game I played. My friend got me a vinyl player for my birthday so I could use it (I think I previously mentioned it). But the set still isn’t here. I’m pretty sure I ordered it almost an entire 12 months ago ahhhhh
Thank you! Still no information on my results. I’m hoping it’ll be good (or passable at least loool). 
I GOT THE OFFER WEEEEEE. So excited. I’m doing the onboarding right now. I won’t start until May so I got plenty of time to prepare. Only downside is that their office is like an hour away. 
Yeah, it’s an accounting thing. Even though I found an internship for this summer, I guess I still gotta do the applications for a job starting next year lol.
I never watched Ninjago. My friend got me the lego Harry Potter game. I haven’t played it yet. I think it was Lego day (???) if that’s a thing a few days ago? Maybe last week? The lego store near me was handing out pins and there was a huge line. 
Oh, wow but is the story complete? Season 3 is short. I guess the long episodes kinda make up for it. Some shows I’ve watched, there are 12 episodes in one season, but they make each episode around 10 minutes. 
I 100% agree. I haven’t watched the third movie, but the first and second one was so well done. I felt like it had a good blend of humour and plot. The villains were impressive, and their motivations made sense. Someone told me they heard good things about Kung Fu Panda 4 before I went to go watch it. Girl lied. I’ve only seen criticisms about the same thing you noticed. I feel like the villain in the fourth movie barely used her powers. Her motivations didn’t make much sense. Her plan was really weak. 
In the later half of the movie, every villain from the previous movies shows up but they didn’t even do anything. Sooo disappointing. Even after so many movies, Po didn’t change. I think a good animated movie that shows the main character growing up would be How to Train Your Dragon. I haven’t watched the last movie from that series tho I have heard what happens. 
Song of the day: Under the Clear Sky by Mihoyo (It’s an instrumental)
Have a good week : )",1:05AM March 19
Mentee commented at,"5:50PM March 15 
Intro: Hey Jen! How have you been?
A: I'm alright, you?
Q1: After I finished my midterm, I went out to do some errands, so I ended up passing out as soon as I got home. All I can say is wow that test was something all right. On the bright side, I’m finished my exams! On the downside, the assignments are never ending.
A: Oh yeah, congrats on your exams and sorry to hear about your assignments. It can be difficult.
Q2: Also, I’m hopefully getting good news today. I did my interview on Tuesday then on Wednesday morning, I got a background check request. I was a little surprised because I’ve never gotten that request before getting an offer. Usually, it’s only after that they check from my experience. I got a call from the company around 2 but I was doing my midterm. They should be getting back to me today. Fingers crossed that it’s an offer.
A: I hope you get it!
Q3: I'm also looking at the BIG4. Idk if you've heard of them but they're top accounting companies. They're hiring right now but positions for next year. Like some don't even start until next year September which is crazy to me lol. That's so far in advance. Who knows what I'll be doing around that time.
A: Nope, I don't think I've heard of that haha.
Q4: Ohh yeah I think I heard about New Jeans doing a collab with them. I’m not 100% sure because I’m not a big fan of their music. What other shows did you use to watch when you were younger? I read the Owl house for my children’s lit class. I didn’t know there was a show for it.
A: Yeah, like I mentioned before, I have not heard much about them. I think I've watched Ninjago, LEGO Friends and I think that's all I can remember for now. I will update if I can think of anymore lol. I actually didn't think they had a book until now haha! But yes, there's a show but only has 3 seasons :( 3rd season only has 3 episodes and they are around 40 mins.
Q5: I know! No regard for the cats at all. It reminded me of my old place. I used to live near an old man with a blind dog. The dog ended up that way because he fed them chocolate : ( which I heard you’re absolutely not supposed to do.
A: That sucks, I'm sorry :(
Q6: What did you think of it? My friends and I were kinda disappointed in Kung Fu Panda 4. I won’t spoil anything in case you want to watch it in the future, but basically we thought it had a lot of untapped potential. Compared to the previous films (idk if you’ve watched them), the fourth movie was disappointing.
A: It was pretty good. I don't really mind if you give spoilers or not, don't think I'm gonna watch it due to a lot of videos I've been seeing on people giving reviews and it's not exactly good reviews either. But it could be because I feel that the 4th one didn't necessarily live up to their legacy as much as the other 3 did.
Q7: Do you have a favourite youtube channel or any channels that you recommend?
A: I don't currently, sorry :( I will update if I can
Song of the day: ""Kings and Queens"" by Ava Max
You too ^^",5:50PM March 15
Mentor commented at,"6:05AM March 14 
Hey Jen! How have you been?
After I finished my midterm, I went out to do some errands, so I ended up passing out as soon as I got home. All I can say is wow that test was something all right. On the bright side, I’m finished my exams! On the downside, the assignments are never ending. 
Also, I’m hopefully getting good news today. I did my interview on Tuesday then on Wednesday morning, I got a background check request. I was a little surprised because I’ve never gotten that request before getting an offer. Usually, it’s only after that they check from my experience. I got a call from the company around 2 but I was doing my midterm. They should be getting back to me today. Fingers crossed that it’s an offer. 
I'm also looking at the BIG4. Idk if you've heard of them but they're top accounting companies. They're hiring right now but positions for next year. Like some don't even start until next year September which is crazy to me lol. That's so far in advance. Who knows what I'll be doing around that time. 
Ohh yeah I think I heard about New Jeans doing a collab with them. I’m not 100% sure because I’m not a big fan of their music. What other shows did you use to watch when you were younger? I read the Owl house for my children’s lit class. I didn’t know there was a show for it. 
I know! No regard for the cats at all. It reminded me of my old place. I used to live near an old man with a blind dog. The dog ended up that way because he fed them chocolate : ( which I heard you’re absolutely not supposed to do. 
What did you think of it? My friends and I were kinda disappointed in Kung Fu Panda 4. I won’t spoil anything in case you want to watch it in the future, but basically we thought it had a lot of untapped potential. Compared to the previous films (idk if you’ve watched them), the fourth movie was disappointing. 
Do you have a favourite youtube channel or any channels that you recommend?
Song of the day: concert for aliens by MGK
Take care!",6:05AM March 14
Mentor commented at,"8:06PM March 12 
Hi Jen! I had an interview earlier today and I got a midterm tmr so I'll get back to u tmr after my test. It's like my tests never end loool but this is the last one until finals season. I'll ttyl soon : D",8:06PM March 12
Mentee commented at,"12:05PM March 9 
Intro: Hey Jen! Finally replying on time loool. Wow, that must be some cold. It’s been here for so long. Hopefully, it’ll be gone sooner than later. I remember my sister had a persistent cough for nearly half a year. Luckily, it’s healed now but my mom and I were wondering wtf was going on. She said it was cause people at school were constantly sick so she kept catching the same cold over and over again.
A: Yeh. Sorry to hear that. That must have been terrifying.
Q1: Did you also watch Powerpuff girls? Or Danny Phantom? Icarly? 
A: I think I distinctively watched Powerpuff Girls, but like in clips and short videos and also through a k-pop band named ""NewJeans"". I've heard of Danny Phantom, but never watched it. iCarly, watched it briefly but not a lot. But I mostly watched what was on cable at the time as a kid. And also recently I've been watching videos and clips about the Owl House and it's pretty cool.
Q2: Yeah, I think milk products are bad for cats (despite shows always showing them drinking milk). It wasn’t like a little bit or anything but the lady kept going back with spoonfuls of cake. Plus, their cake box was covered in cream and the cats were eating out of that. It was kinda awkward cause, in my friend’s review, the owner replied and kinda blamed us? Saying we should’ve protected the cats. We did try to stop them and we told an employee after but they kept doing it.
A: Goodness, people these days.
Q3: Did you watch Dune yet? I’ve been seeing the popcorn bucket everywhere lol. Are you planning on getting it? I’m going to the theatre on Sat to watch Kung Fu Panda 4.
A: Yes! Me and my best friend went on Thursday :D No, we didn't get the Dune bucket lol. Cool, hope you have fun!
Q4: What have you been up to recently? For me, I decided I wanted to get back into writing. I’ve been working on a short story and, if it turns out well, I might try to get it published!
A: Not a lot currently, haha. Good luck with your book!
Quote of the day: ""Leadership doesn't only mean smartness. It doesn't mean you lead with pride. It means that you lead with courage.""
Song of the day: ""Sofia"" by Clairo
You have a good one as well ^^",12:05PM March 9
