Mentor ID,Mentee ID,Mentor Created at,Relationship ID,Response Datetime,Response,Mentor,Category
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-03-09 13:49:00,"Hi Rachel, Thanks for your understanding and patience (?????)?! I was literally practicing interviews in my car, and even had a screening interview in my car... My neighbour saw me in my backseat like ????? ahhh so embarrassing. LOL. Anyways, after exploring their website, UNBC sounds like a great school! I know you've done your research and really, I think you'll get a fulfilling university experience no matter what school you chose. I believe if you enter UNBC with an open mind to fill your schedule with enriching experiences (both academic related and not), you'll come out not just as a successful student, but will graduate with 4+ years of fond memories. ?( ? )? Unfortunately, I don't have personal experience or advice I can pass onto you regarding moving out for school. But, I'd be more than happy to ask my friends (who did move for university) about the process, talk about some of the resources you find, and answer some questions that I do have some insight in. With all being said, and as we usually chat first before getting into a new Convo, how have you been doing? Anything new happening on your side of the province? OH. THAT JUST REMINDED ME. Do you mind me asking you about living in a rural community? More so, I'd love to gain insight on small town living, and what's life like there. I'm in the middle of interviewing for a job that will involve travelling to remote/rural communities, and I thought oh boy... I literally know nothing... But I definitely know someone I could ask. (??)(????) Thanks for your help! Your mentor, Mary Ps. I'm sure you can tell, but I unlocked Different Ways of Knowing for us!",Mentor,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-03-30 21:41:00,"Hello, I really hope you get lots of job offers! I think this is our next topic. I HAVE NEWS! So, you may remember my Capstone where I theorized a CRISPR-Based Ebola vaccine. I was meeting with my teacher Monday to discuss a scholarship and she mentioned she thought I should do the Greater Vancouver Regional Science Fair. The registration closed on March 11th, but she sent a couple emails and somehow got me in yesterday. So, I had about 30 hours to write up this project board for 4:00pm today and I finished it about 30 minutes before I needed to submit it. I have a lot more work to do but next week (Thursday &amp; Friday) I am going to UBC (Vancouver) to present a version my capstone project in the GVRSF! I am also going to do a smaller science fair with one of the libraries near where I live. Anyways it's cool and I did not think my Capstone would take me this far. :D I don't have time to watch the video and answer the questions right now but I will do that this weekend. Your mentee, Rachel",Mentee,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-04-10 18:55:00,"Hi Rachel, OMG. First and foremost, I am sooooo sorry for the delay in getting back to you! T___T Long story short, my laptop decided to go into an early retirement and no longer turn on, which meant I've been navigating everything via my iPad for the last week. I just took the plunge today and am writing this on my new lappy (goodness are laptops expensive nowadays!) I sincerely hope you've been well during this time... Well, at least I hope you've been better than my old laptop LOL. I do have one more interview on Tuesday so I hope to get back to you with good news next week! Fingers crossed, and thanks again for your patience during this crazy time in my life x). Anyways, CONGRATULATIONS ON YOUR CAPSTONE AGAIN. Seriously, I'm so glad your work is gaining attention, because not only did you put in a ton of effort (and scored 100% which I will forever be proud of!!!) but I think this is an excellent way for you to network, connect with likeminded students who may be your peers in the future, and get valuable experience with presenting. Seriously, shout out to that teacher for getting your project in! And just think... This is just the beginning with your Capstone. Imagine when you do future research projects, presentations, etc. I can't wait to read your future publications one day. ;)) Speaking of practicing presenting, while I'm not sure how prevalent presentations are in more STEM based courses, I had a professor who made sure to have final presentations in every one of her class. There was a dress code (business casual), time limit (&lt;10 minutes), slide limit, and besides her own marking, she would have random peers in our class evaluate our presentation skills. While this was absolutely nervewracking, she made a point that she wanted to prepare us for the future when we would have to stand in front of professionals and present our work - better to gain experience practicing with our peers as students. That's why I think this is a great opportunity to be in that environment of people coming up to you and asking more about your work. You'll do great! ?? So glad to be back! Your mentor, Mary",Mentor,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-04-18 20:10:00,"Hi, I'm happy your back. Sorry about your old laptop though :( Updates from the Greater Vancouver Regional Science Fair: 1) there was HUGE student interest in my project, there was over 200 project and so many people were talking about mine. When I would meet new people, they would ask what my project was and I would tell them and they would say things like ""oh you're the one who did that? People are talking about it on the other side of the room!"" ""Oh, I heard about your project."" Etc... 2) I won bronze! I liked that I gained respect for my ideas from people who understood my ideas. I also enjoyed proving myself, people realized that they shouldn't underestimate me or my idea just because I don't go to a private school or I haven't done IB/AP (my school doesn't offer it). I like the idea of a presentation final project but it depends on the class. I can imagine some of the presentations would be boring. It would be great practice though. Ways of Knowing This is not what I was expeting for this topic. What do you think the difference is between studying the land and living on the land? You can study something as much as you want, but living the experience/living in the place is completely different. You could read everything about a place but when you live there for a bit you learn about the people, the customs, the hidden places, where to go/where to avoid. I think when you live somewhere you can understand it on a much deeper level. Do you know any stories about the land or territory where you live? Share one of these stories with your mentor No? How might know the stories of the land we live on change how we treat the land? It might encourage us to be more thoughtful about how we use it. From my understanding, indigenous people were very good at running the land they lived on and the habitats around it, perhaps we would benefit from incorporating some of those into our lives. Do you agree that scientific knowledge is usually viewed as better or more advanced than traditional knowledge? Is this a view that is changing? If it is, what impact do you think this change could have? Scientific knowledge is viewed as better and more advanced but I think that they can often be viewed together. One type of knowledge isnt better than the other, both have pros and cons and they can be better when combined. Why do you think scientific knowledge and traditional knowledge are often seen as in conflict with each other? Have you heard stories - other than this story of the archeological project in Hauyat - that show scientific and traditional knowledge working together? They conflict with each other because people think science has no traditional knowledge. People like to reject the past when thinking of science, yet traditional knowledge tends to contain science without clearly stating the science behind it. ( I heard this somewhere, Im going off memory, might not be 100% accurate) Indigenous people would/will only peel the bark off certain sides of the trees because certain sides (i forget which) are needed more to protect the tree and if you damage the tree on those sides it will have a higher chance of dying. The reason some sides are more susceptible is that weather is harsher from certain directions, the sun shines from east to west (more growth where the sun shines), etc Where does this program find these videos? These past few have been very niche. Your mentee, Rachel",Mentee,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-04-21 18:35:00,"Hi Rachel, That's amazing! That's my mentee, everybody! ?( ? ? ? )? Congratulations on your bronze, and again, this is just the beginning! If you recall a few conversations ago, we talked about getting into research at the start of undergrad: Certain schools distribute research awards across their faculties, where students receive a stipend to conduct research with their professor(s) and a chance to present their findings (Like UVic's JCURA). There are also awards like the NSERC / USRA that are nationally awarded in Canada, which can help fund your research as an undergraduate student too. As you start your studies and begin reaching out to potential professors / P.I.'s, keep awards and grants like these in mind! Not only do I think you'd be a strong candidate to win these research awards, but having formal presentation experience + an established interest in research can help you stand out as a prospective research assistant to your future professors. Just keep your head up and keep trying (as securing funding for anything can be so iffy)! I think no matter where we go, we always run the chance of meeting those who undermine others. But you've got a strong foundation and you've got something to prove! You just keep doing what's important to you, and I know it'll pay off. :) Haters can just stay in their lane lol. - - What do you think the difference is between studying the land and living on the land? I totally agree with your answer on this one. I said this during one of my interviews - It's one thing to study a patient's chart, but it's another to actually handle it. Living on the land exposes you to lived experiences, whereas studying the land can only immerse you so much. However, there is value in both experiences, it's just a matter on what you are trying to achieve. Do you know any stories about the land or territory where you live? Share one of these stories with your mentor. ""No?"" LOL. Your answer cracked me up, but honestly, I don't think I have any stories either. How might knowing the stories of the land we live on change how we treat the land? Totally with you on this one! When I visited Halifax a few years ago, I noticed their trees were so much smaller than on the westcoast. While I'm not entirely certain on the history behind the reason, it would definitely make me think twice before cutting one down for resources (From memory, I remember being told it was due to logging / an accident that affected the trees? Correct me if I'm wrong tho.) Do you agree that scientific knowledge is usually viewed as better or more advanced than traditional knowledge? Is this a view that is changing? If it is, what impact do you think this change could have? I think ""scientific"" knowledge is more accepted than ""traditional"" knowledge when it comes to standard science / studies. I think there is more openness to different types of knowledge, and with that comes more opportunities to collaborate with others and advance our studies together. There doesn't have to be a divide between ""science"" and ""tradition"", when we can start building a history utilizing both. Why do you think scientific knowledge and traditional knowledge are often seen as in conflict with each other? Have you heard stories - other than this story of the archeological project in Hauyat - that show scientific and traditional knowledges working together? When you think of scientific knowledge, you think objectivity, you think quantitative, and you think replicable. You can't express sig figs differently from one person to the next, because no matter how you experience science, it's typically stable. I hope that makes sense. However, with traditional knowledge, this comes with experience. This comes with stories, with trials and errors, and the feelings that take part in that. I feel there is a conflict between the two, because as you said, people may reject one in favour of the other - In reality, there is truth behind both and nobody is necessarily in the right or in the wrong. In the video, they often expressed ""living"" and ""being"" as themselves in that land. I thought that was very insightful. You can live anywhere you wish in the world, but could you ""be"" yourself? ... Maybe these videos are getting to me hahahaha. Happy pre-Friday! ;) Your mentor, Mary",Mentor,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-05-02 12:38:00,"Hello, Sorry for not replying sooner. ??I had a busy week (when do I not have a busy week?). How should I go about looking for the stipends and presenting opportunities? And should I contact professors to see if I can work with them during my first year? If so how? Hows the job situation going?  I like your answers to the questions! I gotta say this video was much better than the other one with the people taking pictures. Should we move onto part 2? Your mentee, Rachel",Mentee,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-05-03 21:50:00,"Hi Rachel, No worries! I was actually off all of last week, helping my dad plan and board his solo vacation! While I've done it before pre-pandemic, some countries having restrictions and certain requirements (i.e. uploading time-sensitive information onto country travel databases) makes it a different process! Just something to keep in mind if you or someone you know plans to travel soon! Hm... I'm not sure how available stipends or grants may be for freshmen (that's something you'll have to explore within your uni and discuss with your undergraduate counsellor), but if I were in your shoes, I would first look into building familiarity and rapport with a professor. For example, this is how I approached my professor for research: While in their class, they had mentioned to everyone that if any student was interested in... Say, social determinants of health, to speak with them personally. I sent them an email, introducing myself as a student in their class, who was interested in their lecture regarding the social determinants of health, and if there was any possibility of volunteering with them during their research. During these emails, my professor asked what research I was interested in, my research experience, etc. When I met them in person in their office, I presented them with my resume / CV, and explained further in detail what I was looking for, what I could contribute, and if there was a position that could possibly be a good fit for me. While you know the end to this story (unfortunately COVID disrupted the research!), I definitely think establishing that network early on for potential continuity would be highly beneficial. In other words, being able to conduct and continue your research every Summer throughout the course of 1-4 years would be neat, wouldn't it? It could possibly open doors for publications, presentations, and build that experience needed for a career in research and academia. I guess to summarize, while I don't think it would necessarily hurt to ""cold email"" professors regarding working with them, it would be advantageous to have that familiarity of being their student, and definitely having that awareness of going into research that you're truly interested and passionate about. But if you're just keen to get started, maybe we could look into UNBC's research faculty and see professors whose research interests align with yours? :D -- Thanks for asking about my job updates! So unfortunately, for the job that I was asking you many questions about (the rural opportunity), they weren't able to process my application any further past the interview. While I was super excited about it, there were certain factors that were included in the work that I wasn't ready to commit to yet (for example, having to drive solo for 2+ hours on the mainland when I've only ever driven on the Island!). As they say, when one door closes, another opens. Just hoping this next door is the right fit! I'm down to move on to Part 2! I'll see you there, my mentee! Your mentor, Mary",Mentor,Posts in Ways of Knowing
1047516499,1047540775,2020-11-27 16:54:00,40437,2022-05-12 19:32:00,"Hello, I AM SORRY! This keeps happening. I went to reply last week but I didn't see the button to move to the next section so I thought I would wait for a couple days to see if something needed to load...It's been nine days. So I am sorry. :( Also, I can't see the button to move to the next page. ----- Thank you for you advice on how to read out to professors. I made note of it and I will refer to it later once I am in university. I'm sorry to hear about the job. I'm sure you will get many more opportunities. :) I was wondering when course selection is for university? For my high school it's in February but I haven't gotten anything from UNBC. I also need to figure out how to get a dorm but I don't think I need to worry about that right away (I hope). Your mentee, Rachel",Mentee,Posts in Ways of Knowing
1047556157,1047556709,2022-03-24 00:03:00,48964,2022-06-24 14:02:00,"It's been amazing chatting with you Hailey and I hope you've found this experience useful as well. I must say you've taught me a lot about what it's like to live rurally - the lifestyle, the close-knit communities and wonderful support you have. On the flip side I hope I was able to provide some more insight on what uni can look like and things to consider as you look at more education including non-school stuff like finances and self-care! Let me know if you have any more questions and if not, this can be our goodbye with an all the best for the future! You're going to rock :D",Mentor,Posts in Wrapping Up
1047556157,1047556709,2022-03-24 00:03:00,48964,2022-06-25 12:53:00,"Thanks so much Kathleen! I have really enjoyed talking to you. You have been alot of help answering my questions and helping me in my journey through the second half of grade 11. You seem like a wonderful person :) I definitely felt my worries lessen about going to university the more we talked. Thanks so much, You were a really great mentor",Mentee,Posts in Wrapping Up
1047556157,1047556709,2022-03-24 00:03:00,48964,2022-06-25 13:01:00,"Hey! just me again, xp do you know where the ""take the survey button is""? or do you have to activate it? thanks :)",Mentee,Posts in Wrapping Up
1047556157,1047556709,2022-03-24 00:03:00,48964,2022-06-27 16:11:00,"Hello Hailey, I'm glad to hear it's been a positive experience for you and that I could be of help. I believe I just need to click the complete conversation button and you should be able to access the survey. Do let me know if it's still not showing up for you! All the best, Kathleen",Mentor,Posts in Wrapping Up
10161,1047561227,2017-01-10 17:16:00,51050,2022-08-31 09:21:00,Okay! Well-being and self care is open! Look forward to hearing from you :),Mentor,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-03 15:10:00,"Hello! I just finished reading the article and watching the video for the first anchor text. I will totally reflect on their advice in the near future. Nonetheless, for the self-investigation activity, the following are my warning signs: Being irritable Spacing out a lot Feeling guilty about wasted time Feeling restless (staying up at night overthinking) Having a difficult time sleeping Having thoughts of procrastinating Losing my appetite On the other hand, the following are the things I enjoy: Baking treats Cooking Editing videos (vlogs, etc.) Playing peaceful games that involve decorating Rewatching my favourite movies and shows Having calm road trips Taking a quiet walk around the park One of the things Im nervous for when leaving for college is having to be alone in a completely new place. Im afraid that I may lose myself in the many deadlines and projects I may face in the future, and completely forget about myself. Do you have any tips on how to maintain a positive mindset and keep yourself on track throughout college? Sorry for the late reply, I didnt get a notification from the site ?? I hope you have a great weekend!",Mentee,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-04 13:40:00,"Hi! No worries on the late reply! I was really busy this week as I just moved to go to UBC. School starts in 2 days so I was very busy getting secondhand furniture and unpacking stuff! Starting to settle in now which is good :) I think being self aware of how your feeling, and what things might brighten your mood is very important. My recommendation would be to reward yourself when you get stuff done - big or small. It can help you realize that you are making progress, even when you feel like you aren't. The rewards could be anything that you like that feels motivating (food, games, exercise, seeing your friends, time on your phone). It can also help with not feeling guilty about schoolwork (because you've already done some - or maybe even finished it). I find a lot of recommendations that people may have are easier said than done, but some of them will work for you. There are lots of study tips online that might help when the time comes. It's important to remember that a lot of these things take practice. You might have to try them a couple times before seeing whether they actually work for you or not. Ideally you will develop skills that means your work is getting done, but you also have time to take care of your needs. Balance makes school a lot more sustainable long-term. Let me you if you have any other questions. Hope you're enjoying the last days of summer! Madia :)",Mentor,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-04 16:32:00,"Hello! I'm really sad that summer's about to end, but kinda excited for school! Good luck on your new school year in UBC! Yes, I agree that being self-aware about the things that will help improve your mood is very important, both for you and your mental health. Thanks for giving me your tips! I'll absolutely remember them for the near future! Furthermore, I don't think I have any more inquiries for the first anchor text. I'll start reading the second one :D",Mentee,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-06 10:11:00,Yeah it's always a little sad when summer ends in my experience. I'm glad you're excited for school though! Hopefully it's a great year! and thank you! I'm pretty excited - the campus is really nice! okay sounds great! Look forward to hearing your thoughts :),Mentor,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-06 13:03:00,"Hello! Yes, I'm really excited but at the same time nervous too ?? People I know told me Grade 11's a difficult year. For the next anchor text's discussion questions, my self-care actions are:# - #1 Self-care action: Drink enough water throughout the da How? Put a reminder on my phone to remind me to drink at least 8 glasses of water throughout the day - #2 Self-care action: Eat healthier How? Decrease my intake of foods full of sugar and avoid fast food - #3 Self-care action: Get enough healthy sleep every night How? Stay away from my phone (put it away) for at least an hour before I go to sleep. Moreover, may I ask you for tips on time-management? I do practice several actions to manage my time well, like keeping a planner with me, but sometimes my deadlines seem to weigh me down. I also have a difficult time breaking away from habits and tend to think ""I'll start tomorrow"" a lot. Do you have any tips on how to break away from bad habits that you have already been accustomed to?",Mentee,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-07 09:24:00,"To be honest, I definitely struggle with time management and breaking bad habits too. I'm really trying to be better this year, but time will tell... lol Last month, a guy that teaches study skills recommended a book to me (Help Your Kids With Study Skills). Although it says ""Kids"" it is really relevant for any students. I would definitely recommend if you want any idea (I think it was around $10 on Apple Books, but you can get hard copies on Amazon as well). In the past I have noticed that breaking bigger projects into smaller chunks, especially when you are just starting the projects, makes them a lot less inimidating! This paired with taking lots of breaks can make work feel a lot more manageable. I definitely struggle with starting, sometimes I will sit for hours trying to start something but being unable. I find that starting a timer can really help. Even if it's just for 5 minutes - a super manageable amount of time. Then take a timed break and start another chunk. This method may not work for you, but it's definitely worth a shot! Your school might have people that can help with study skills like time management as well! (And colleges/universities definitely do) That was a lot but I hope it makes sence! Madia :)",Mentor,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-08 18:48:00,"Hello! I'll check the book out! I might find information that may help me in the future! And that sounds like a really good method! I had never tried that before but will try to do so in big projects in the future. Thanks for sharing your tips with me! Also, I would like to try the extension activity :D I hope your week's going well!",Mentee,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-09 12:48:00,Sounds great! We can definitely do the extension activity :),Mentor,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-12 17:33:00,"Hello! While I'm completing the activity, can you tell me what you found challenging or surprising about transitioning to adulthood? :)",Mentee,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2022-09-13 08:05:00,"Yes, I definitely can! I feel like over the years I have definitely experienced different challenges - like, even this year lol. I think that transitioning to adulthood is pretty drawn out in modern times for many people. I think something I noticed right away is how difficult it can be to make friends, especially if I you're not in school. It definitely still happens, but not with the ease of elementary and secondary school friendships. I think putting yourself out there, and joining clubs can really help you meet people. I also find that the friends I've made as an adult are much more like myself. Another challenge I have faced, is living with my parents and not having the independence that I need. Now that I've moved for school again, its such a relief to have my own space, and be able to decorate it in a way that I like. And not having to constantly worry about keeping someone else's space clean. I am lucky in that I get along with my parents very well, but it's definitely gotten to the point (especially after the pandemic) that I really need my own space. There are also the obvious challenges of having to take on different jobs - paying taxes, working full-time, and renting/buying housing. It can be pretty difficult learning how to manage your money, and possibly stressful too! I've been lucky in that I haven't had to rent anywhere before this year, but I think that means I am a little more stressed now than I would have been if I was used to it haha. As of now these things are all that come to mind, but I'll let you know if I think of anything else! Hope your week is going well so far :) Madia",Mentor,Posts in Well Being and Self Care
10161,1047561227,2017-01-10 17:16:00,51050,2024-06-12 19:47:00,"Hi Charlaine,
Post-secondary considerations is unlocked. Feel free to go through the anchor text when you get a chance and then we can chat about it. :)
What would you like to pursue education/career-wise after high school?
Please feel free to ask me as many questions as you like!",Mentor,Posts in Post-Secondary & Career Planning
1047546975,1047557260,2021-09-27 17:28:00,49673,2022-05-24 12:30:00,"Hey Dre, I wasn't really sure how to do this or structure this but here is what I wrote. And the quote I chose. Denys Arcand - If I want to do something truly authentic  I should stick to what I know, to whats happened to me. I only work from inside of me, from what I am truly experienced in. I agree, creating something based on what you know, allows for the best experience and creates something truly authentic. That doesnt mean you cant create something based on a skill you are learning, just dont create something based on things you know nothing about. Use your knowledge and experiences to your advantage. Thanks, Maddy",Mentee,Posts in Finding Inspiration
1047550355,1047561228,2021-11-07 12:15:00,51212,2022-09-02 19:40:00,"Okay, starting with Anchor Text 1, we have a documentary about how different filmmakers get inspired. Something that I thought was neat was how each individual found inspiration in their very own way - it was unique to them! I think people often get inspired by the events of their own lives and their own experiences. What stood out to you from this documentary? Can you relate this to yourself?",Mentor,Posts in Finding Inspiration
1047551571,1047564280,2021-11-21 13:08:00,52973,2022-12-18 07:26:00,"Hello Alexandra, That is a very beautiful reflection. Many times the strength we find to propel ourselves forward in life comes from finding it in those who may not have the same opportunity as us. I also think that raising awareness who diseases is very important and you would do great work and help a lot of people if those were your goals. I find inspiration for studying and working in knowing that I am not only setting up my future but also my future kids future, by creating for myself a stable career. I also do have other hobbies, and the inspiration I have to do those is for my mental health. Now a days we see burn out happening a lot, and so I try and avoid them by making time for healthy habits. please continue to anchor text 2.",Mentor,Posts in Finding Inspiration
1047541384,1047561414,2021-09-17 17:05:00,52974,2022-08-19 03:47:00,"I was thinking we could start on this next conversation: finding inspiration! Please watch the video titled ""The Creative Process: Where Do I Start?"". Consider the following statement from Mina Shum: Everybody wants somethingI think you plan everything. I think to even partake in creation, you start with an intention. Why are you bothering to put pen to paper? Why are you bothering to speak at all? You have an intention, a want, a desire that needs to be filled. Think about what inspires you... What do you want in life? What are you passionate about and why? Share your thoughts, and try to write 5 things that you want in life, and why you want these things. They can be materialistic, experiential, etc! I am looking forward to reading your response :)",Mentor,Posts in Finding Inspiration
1047546975,1047557260,2021-09-27 17:28:00,49673,2022-05-26 10:30:00,"Hey Maddy! No worries about the structure of your message - it's great! this doesn't have to be formal in any way, it's all about just writing out your thoughts. :) I definitely agree that creating from what you know really does create something authentic and I think other people will resonate with that authenticity as well! But I actually disagree with the guy a little bit lol ~ as a writer myself, I often write about situations or things I haven't personally experienced, but I always draw on the emotions that I have felt and that I think would be relevant in those situations, since as humans we can all relate to the same emotions. For example, I have never played hockey but I think I could write about someone who did and had to give it up because I know what it's like to feel dissapointment and resentment and yearning and I could draw on those to write something that is still authentic. Of course, there are definitely things I would never write about that aren't my experience ~ like POC experience for example ~ so there are lines about what is and isn't ok to create from. But yes, it's definitely best to draw on what you know first, because that will create the most true to you and genuine result. And I think people can tell when you're creating from your heart, versus trying to use someone else' voice. People resonate with what you create when it comes from you and it makes it all the more special and important, because you have something only you can share with the world from your own unique persepctive. I really like what Mina said -I think to even partake in creation, you start with an intention. Why are you bothering to put pen to paper? Why are you bothering to speak at all? You have an intention, a want, a desire that needs to be filled. I think we as humans have this innate desire to create things - with whatever materials we can! For example, I always find myself folding napkins into origami cranes whenever I'm waiting for food in a restaurant. I think creating things and making art gives us a sense of purpose and helps us express ourselves, whether that's art or writing or building in minecraft or cooking or something. Okay, enough rambling from me haha! Do you have any creative outlets or any creative projects you want to try out? Thanks &amp; looking forward to your thoughts! Dre",Mentor,Posts in Finding Inspiration
1047550355,1047561228,2021-11-07 12:15:00,51212,2022-09-09 13:42:00,Hi Sharmaine! Just checking in :). How is it going? I am sure you have been busy with the new school year and I hope everythign is going well.,Mentor,Posts in Finding Inspiration
1047551571,1047564280,2021-11-21 13:08:00,52973,2023-01-17 14:15:00,"Hello Alexandra, Hope this message finds you well :). I realized that I haven't heard from you in a while and wanted to know how things were going for you. How was your winter break? Hope to hear from you soon to continue our discussion, Michelle",Mentor,Posts in Finding Inspiration
1047541384,1047561414,2021-09-17 17:05:00,52974,2022-08-21 20:16:00,"What I want in life... (1) I want a job where I am financially stable so that when I am older I can afford to buy things such as a house and car. I can have the financial freedom for things such as travelling and money saved for any unexpected costs. I don't have to live paycheck to paycheck. (2) I would like to travel to Europe and Australia because I'd like to experience new cultures, foods, and historic sites. (3) I would like to live and work in a more urban area when I am older. This is because it would be a change in lifestyle, I would get to experience something new. There is more to do in a bigger place along with more opportunities for you career wise. (4) I would like to be a doctor or scientist where I am able to research a disease. This is because I want to help others and make a difference in their lives (5) I want to find a good balance between my personal life and my work/school life because it is important to me to take time for myself to do what I enjoy. This way I will enjoy my school/work when I am there and won't get tired of it. I am passionate about the work I do in school because I always try my best and I want to do good.",Mentee,Posts in Finding Inspiration
1047546975,1047557260,2021-09-27 17:28:00,49673,2022-05-27 12:17:00,"Hey Dre, I agree and you definitely put a lot of what I was thinking into writing. I also agree with the POC experiences, as that is kinda what I was trying to say. So, thanks, that really makes a lot of sense. I also understand more of how to write what I am thinking. Thank You, Maddy",Mentee,Posts in Finding Inspiration
1047550355,1047561228,2021-11-07 12:15:00,51212,2022-09-13 16:24:00,Hi Sharmaine! I am glad that you got your requirements sorted out. I can agree this is a busy time - take your time with the activity :).,Mentor,Posts in Finding Inspiration
1047541384,1047561414,2021-09-17 17:05:00,52974,2022-08-25 02:29:00,"Wow Nicole, that is a wonderful list! How did it feel to type it all out? You should be very proud of yourself for knowing your values on such a deep level like that!!!",Mentor,Posts in Finding Inspiration
1047546975,1047557260,2021-09-27 17:28:00,49673,2022-05-30 20:46:00,"Hey Maddy! I'm sorry to reply so late! I'm glad that you understand more of how the conversations work now. :) Feel free to say as much or as little as you'd like! I just checked back on the email I received from your school, and it looks like your teacher is just requiring you guys do the Well-being and Self Care module as well as the Entering the Job Market module. So let's do one of those next! I feel like I could use a refresher on self-care, so do you mind if we do that one next? Sorry again for a late response - I've just started a new job and things are a little hectic for me, but I have tomorrow morning free so I'll start up the new module and get things rolling. And I have thursday and friday off so I'll definitely get faster at replying. :) Hope you're doing well &amp; staying safe! Dre",Mentor,Posts in Finding Inspiration
1047550355,1047561228,2021-11-07 12:15:00,51212,2022-09-20 10:56:00,Hey Sharmaine :) Just wanted to check in and say hi! How are you doing? I hope school had been treating you well :).,Mentor,Posts in Finding Inspiration
