Person,Text,Date
Mentor commented at,"5:52PM July 24 
Hi Cohen,
 
I hope this email finds you well. I would like to apologise for the delayed response. Your message ended up in a different folder, and I didn’t notice until now. 
 
I’m thrilled to know that things are going well with you! Congratulations on getting the job! If you don’t mind sharing, could you tell me what kind of job did you get? Is it temporary or long-term? I’m curious to know what you’ve been working on these days. 
 
By the way, it’s interesting to know that I’m not the only one who associated your piece with Interstellar. Interstellar has very recognisable soundtrack. If you’re into sci-fi, it’s a cool film to watch. Although I wouldn’t say it’s my favourite. But hey, I watched it for Anne Hathaway. 😊
 
Yes, I believe your musical exposure could greatly contribute to your personal music style. Maybe one day your music will achieve the same recognition! Keep up the good work, and I have no doubt you’ll make a mark in the music world.  
 
I’m sure people were impressed by your presentation! You had the whole package, even for the cloth! I guess sometimes people don’t feel comfortable asking questions in public in general, as they fear to seem uninformed; or they assume certain questions are accepted as common knowledge in the musical field. What I would like to believe is that you explained everything perfectly well and eliminated their doubts.
 
Thanks for recommending Kraftwerk; I will definitely check them out. You have introduced many great jazz songs and I really appreciate you for that. I have always wanted to add more flavours to my playlist. 
 
Thank you for your kind words Cohen! I feel incredibly fortunate to have someone like you with whom I can share thoughts and ideas about music. Our discussions have been such a pleasure for me. Thanks for being a great mentee; it was such a pleasure. I have no doubt that a bright future awaits you! Make the most of this summer and have a blast! 
 
All the best,
Rosie 

Management commented at 10:16PM July 19 
Hi Cohen and Rosie,
I see that you were still writing to each other a few days ago, so I've decided to keep your accounts active. Feel free to keep chatting.
Thanks,
Management",5:52PM July 24
Mentor commented at,"2:33PM June 20 
Hi Cohen,
 
It’s so great to hear about your trip and the success of your performances with the jazz band! I looked up Ashcroft on the map, it seems like a very small, quiet village with mountainous surroundings. 
 
Well, I guess not everyone appreciate sarcasm. At least he’s been more aspiring for the team during your big days, boosts the morale. 
 
I’m very impressed by your work! I believe this can be a great fit for a movie soundtrack! Such as a sci-fi film or an action movie. I hope you can somehow incorporate music production into your career plans, you would do great! 
 
I like how this piece is a rich combination of various colourful layers, and classical and modern musical elements. You have a very powerful intro as a starter; it helps to grab your audience’s attention. My favourite part starts from 0:48. The instruments and sound selections are very innovative, you choose well. I also wonder whether you get inspired from the movie Interstellar…? Haha! 
 
As for the project I designed for you, there’s no need to apologize. That was supposed to be a tiny “push” for you to pursue composing. I’m glad to see how well you did with your capstone, and the fact that you used your creativity to produce something with passion. 
 
Great work at your semester! I’m so proud that you’ve finished this project by yourself. I hope the presentation went well??? Did you get any good feedback from the others? 
 
Thanks for your kind words! I want to say congratulations one more time. Wish you have a restful and enjoyable summer! I appreciate you for allowing me to be a part of this joyful journey, and please write to me again if you ever want some advice or feedback, or even just wanna chat. 
 
All the best,
Rosie",2:33PM June 20
Mentee commented at,"3:01PM June 17 
Hi Rosie,
 
I've come back from my trip from last weekend, where we performed in Ashcroft and stayed at Kumsheen Rafting Resort for a night. I should also mention that after that I performed my last ever show with the jazz band on Thursday. It was a good way to end the year, and I think the reason our shows went so well is because our teacher was noticeably nicer to us during setup and performance, which surprisingly enough has a positive effect. For every other performance he's been confusing or sarcastic and overall just demoralizing no matter how much he likes to praise us afterward, but at least now I don't have to deal with him as a teacher anymore. I had fun with the band but I think I'm just looking to relax now that summer's arriving, so I'm happy it's over.
Another, more important, thing to mention is that I finished my capstone. I'm sorry I didn't get to discuss more about it with you before I presented it, but on the plus side, I did upload my composition as a YouTube video. 
https://youtu.be/TBjMfCye2Dc
I'm happy with how it turned out. I've listened to it plenty of times, but I'm still pretty impressed by it, especially after recently showing it to people for the first time. I made it mostly just by experimenting and seeing what sounds good, so I'm happy that it turned out pretty good for something that I basically taught myself. 
 
Thank you for your help with this project of mine. I know the project itself was mostly just me alone, but having you to talk to about music and composition is something I haven't really had before, so it was very useful to have you as someone I could talk to about things I couldn't do with anyone else. Getting advice from someone who's graduated and pursued a post secondary-path in music is very handy as well.
I think I also also follow that up with an apology, however. Maybe you saw this coming, but I never managed to complete the project your organized for me. I have made other short compositions in my spare time, but none of them really match the theme that you gave me. I'm sorry that I didn't put my own effort despite the effort that you put into organizing this project for me.
My last day of school will be on Tuesday. I don't know when our contact gets cut off, but I imagine I'll be able to send one last message before I go. I look forward to hearing what you think about my composition. 
 
 
Talk to you later,
 
-Cohen",3:01PM June 17
Mentor commented at,"5:51PM June 7 
Hi Cohen,
 
Don’t worry about not getting back to me right away—I know how life can get a handful sometimes. Honestly, I am really pleased to hear about all the different things you’ve been up to lately! And it’s great to hear that you’re constantly making progress with your composition. Take as much time as you need to get it just right! 
 
I’m glad to hear that your capstone coworker also made a song for the graduation! They will be a great resource to talk about the process. Every capstone project is unique; I’m sure you’ll shine on the stage when the day comes! 
 
Hey congratulations on your upcoming show with the jazz band! Where are you heading to?? Did you have to postpone it because of the pandemic? I totally get the last-minute replace panic. I hope you get capable players as replacements. Plus, sounds like everyone in the band recognizes your solo skills! That’s so awesome! 
 
If you’re up for it, I’d love to hear more about what’s been going on with your teacher. Sounds like you guys had an unpleasant conversation. What makes you frustrated about your relationship? 
 
Anyway, take your time with everything! I don’t want you to feel stressed about the composition or anything like that. I’m really excited to hear it when you’re ready, and I know you’re doing an amazing job! 
 
Hope you enjoy your performance and ace it! 
 
All the best, 
Rosie",5:51PM June 7
Mentee commented at,"9:16PM June 3 
Hello
Sorry I took this long to get back to you, I was hoping to add a few touches to my composition to make it seem mostly complete (still missing a few parts of the melody). I think just need to wait a little longer until I get that burst of creative energy again. We've been doing non-capstone related activities in my careers class, so that probably why I haven't spent as much time engaging in composition lately, that and preparing for a trip I'm taking with the jazz band next weekend (so also keep in mind I'll be busy/exhausted with that).
I talked with a coworker who just happened to also make a song for his capstone and had the same teacher as mine, and his song was only a minute long (mine is nearly three). I still need to make a slide presentation to help my presentation, but other than I'm pretty confident my capstone will go well.
Also I thought I'd mention that today I did my first show with the jazz band since December. We had some issues with players leaving and being replaced last minute, so our song selection suffered a little, but aside from that it went alright and people said I soloed well. However my teacher was very frustrating to deal with and I almost considered walking out then and there. Just reminded me a bit of our conversation about our relationships between ourselves and our teachers/instructors.
Anyways, next time I message you I'll hopefully have something to show you (I think I said that last time too). Just know that because of my trip, it might come a little late again.
Have a good week
 
-Cohen",9:16PM June 3
Mentor commented at,"12:50PM May 27 
Hi Cohen,
 
Congratulations on your upcoming graduation! It’s so exciting to see you moving onto the next chapter in your life. Do you have any plans for after graduation? I remember when I graduated from high school, all I wanted to do was sleep for 3 days and have no one disturb me. 
 
I’m glad to hear that you have the Gender and Sexuality Alliance a try, even if it may not be your cup of tea. It’s great to be exposed to potential resources and new opportunities. 
 
You have come so far and achieved so much. I always enjoy talking to you about music and life in general. I see a lot of potential in you. Also, I know you’re very positive and passionate towards music history, composing, friendships, and critical thinking. I have no doubt that you will continue to excel in whatever you do. 
 
I’m sorry to hear that you might not have enough time for your presentation. I think presenting your composition is an important part, so I encourage you to showcase your hard work. Perhaps there is another way to arrange the structure? If you need help with trimming down your text or anything else, I’m more than happy to take a look at your presentation. Also, I think uploading your music to YouTube is a good idea—which is exactly what I did for my video audition for my university application. 

If you have any other questions or topics you would like to discuss, just let me know! 
 
Best,
Rosie",12:50PM May 27
Mentee commented at,"8:43PM May 23 
Hello again,
Considering the fact that I'm graduating in less than a month, there's really no reason for me to try to start any clubs or anything like that, but even if I tried, I just don't think there would be enough people interested in any activities like that to keep the club running. I only remembered this now, but last year we had a Gender and Sexuality Alliance that would meet up every couple weeks in school that I visited a few times, and every time I went it just seemed like less and less were interested (I don't think they did it at all this year). There is also a community band outside of the school, but I don't think I'm as interested in playing concert band fanfare-type music and I'd rather have the free time to work or whatever else.
I think it would be a pretty popular opinion to say that the human voice is more expressive than any instrument. It's capable of singing any note, even ones outside of the western tuning system, and each voice is personalized to its owner. It can also be both melodic and percussive. Basically in my opinion it's more expressive in so many ways, but I'd still be interested to keep an open mind and hear any counterarguments on the topic.
I also thought about it more and I decided it's probably better to focus on just one composition for my capstone. My presentation has to be 10 minutes and the composition itself if just over 2 minutes and 30 seconds, and there are other things I talk about in it as well. Over all it just doesn't work. I also still need to share the (nearly finished) piece with you. I'm thinking of just uploading it to YouTube that way I can easily share it as a link. In the meantime I can share it with my friends at school to see how they see it from a casual perspective. In the end I'm sure my teacher will at least enjoy it.
 
 Take care, 
-Cohen",8:43PM May 23
Mentor commented at,"4:10PM May 16 
Hi Cohen,
 
Thanks for sharing with me about what's going on in school. I totally get it - we're in a tough time economically and things are still recovering from the pandemic. I just want you to know that you're not alone in feeling disconnected from school.
 
But don't be too hard on yourself. Summer is coming, maybe you can take some time to reflect on your overall goals and aspirations. That’s what I am doing at the moment. I made a rough bucket list myself to help me figure out what I need to do to achieve my goals. For example, I want to be a volunteer teacher in Argentina in 3 years, so I'm working on my Spanish skills! It’s so difficult! I figure knowing the basics can be super helpful to communicate with the locals, even for bargaining purchases haha! So I am hoping to master basic grammar and high-frequency words (about shopping) in Spanish before next year. 
 
It kind of sucks that your school doesn’t have many clubs or extracurricular activities. Maybe talking to your counsellor or your teachers would help? They could help incorporate more hands-on learning or group projects for you. They might also know other cool activities or resources available that you are not aware of, such as art programs in the community. Additionally, have you thought about doing some volunteer work? I know some music organizations in Vancouver are always looking for volunteers. It's a great way to get involved. And it could be a great opportunity to share your perspectives with the public and get more jazz lovers involved.
 
Yes! I love that you are passionately exploring this genre and its cultural significance! Thanks for sharing your ideas about the expressiveness of jazz! If I may add to your points, I think improvisation also gives the artists plenty of space to create music authentically and freely. In this way, the audiences could find it easier to bond with the performer emotionally. 
 
While I agree that the control of the breath makes the instrumental sounds closer to the human voice, personally, I think piano and guitar can also imitate the act of “breathing.” Like my piano teacher often says, “Play it as if you’re singing out this piece.” 
 
From your idea, would you agree that the human voice is more expressive than musical instruments? And why? It’s always so nice talking to you! Now we have another interesting topic to discuss.   :)
 
Anyway, I like your thoughts on creating several small parts and integrating them into one! Don’t get restricted by the musical form. Let your creativity flow! 
 
Take care,
Rosie",4:10PM May 16
Mentee commented at,"5:42PM May 8 
Hello
 
Right now, I only have two daily classes (not including jazz band) which means I'm only at school half the time now. The classes I do as well are also just not taught in an engaging way in my opinion, just lots of textbook reading or online modules. So basically, just only being there half the time and getting a lot of information from a book just make it harder for me to learn or feel connected. The reason I don't play my trombone at home is just because it's very loud in a non-soundproofed room and annoying to carry around, since I walk home a lot. Also, I'm in grade 12.
In my school, I don't believe there aren't many clubs that exist, let alone ones that I've been apart of. As well as jazz band, I also acted in musical theatre in grades 10-11, if that counts. I don't think I really like being a part of big group (my jazz band has maybe around 10 students present per rehearsal), nor do I like seeking out new people to talk to, so I don't really have an interest in joining a club. I don't have many interests outside of music and art either, so clubs just don't really work for me. I also wanted to point out that we don't actually have a choir anymore. It stopped when it was a concern for spreading covid and then I guess there wasn't enough interest to bring it back.

I'm pleased to see your interest in jazz music and history growing. Although, I don't know well I can explain it or how much if it I can explain to you. I would say jazz has a very interesting way of expressing emotion through instruments, though I wouldn't say it's better or worse than other genres (mostly because I don't understand the emotional sides of other genres yet). I think that, because they're played by breathing, an instrument like a saxophone or trumpet can feel more connected to the artist's voice and emotions than an instrument like guitar. There's a lot to go into about the history and development of the genre, and I'd probably just recommend watching videos online. I watched a PBS documentary spanning something like 8 dvds (which I never finished) that goes into a lot of detail, though probably isn't available to stream.
I was also wondering about the different conversion topics that this website has listed. My teacher said that we need to complete 3 of them, but they were not brought up in conversation and we've already talked about a lot that I didn't think there was a need to use them. I also just don't really know how they work. 
 
One more thing I'll mention is that I decided to expand my capstone idea a bit and try to create several, smaller compositions as opposed to one main one. I figured I don't know about composition enough yet to make a full piece, but I think I have enough creativity to try a few different things. It can also allow me to integrate our project into my capstone as well.
 
See you later 
-Cohen",5:42PM May 8
Mentor commented at,"11:01PM May 3 
Hi Cohen,
 
I’m glad to hear that you’re doing well in school! When I was your age, math was definitely not my strong suit. I still sometimes have nightmares about taking math tests and waking up sweating! I’m sure your families and friends are very proud! By the way, could you remind me which grade you are at? 
 
Oh what makes you feel disconnected from class and trombone practicing? Do you feel more discouraged and unmotivated than before? If so, I'm here to listen if you want to share your thoughts.
 
Also, I am curious about whether you are part of any school clubs or groups at the moment. I think participating in school clubs or even establishing one are great ways to meet new people and potentially find a new passion in life! What interests you besides music and art? 
 
Thanks for your explanation! I am actually not aware of the fact that Jazz has contributed a great deal to the style of Rock, R&B, Pop and other genres. This is new to me! Do you think Jazz expresses emotions better than other forms of music? What gives it advantages? I'd love to hear more about the history and development of jazz from your perspective. 
 
I like the song Moanin you sent! It's a shame that you don't get to play it that often in the band. Maybe your teacher can consider adding the parts for the choir? 
 
It’s normal to feel uncertain about the future, but just remember that it's okay to take as much time as you need to figure things out. I’m glad that you’re able to stay calm. I see a lot of potential in you and I have faith that you will find your way. As for your composing block, don't be too hard on yourself. Sometimes creativity takes time and that's okay. Keep practising and experimenting, and know that progress doesn't have to come quickly. Let me know if there's anything I can do to help.
 
Best of luck in all your endeavours!
 
Cheers,
Rosie",11:01PM May 3
